"","act","act_number","docTitle","index","scene","scene_number","speaker","speaker_stage","spoke","stage","title","type","year"
"510","Tredje akt",3,"Barselsstuen Komedie",2,"Scene 1",1,"",NA,"Det er meget smukt vejr i dag.",NA,"Barselsstuen",4,"(1724)"
"511","Tredje akt",3,"Barselsstuen Komedie",3,"Scene 1",1,"2. kone",NA,"Ja, et allerkæreste vejr. Det var ikke nær så godt vejr i aftes da jeg gik fra hende, ma soeur.",NA,"Barselsstuen",4,"(1724)"
"512","Tredje akt",3,"Barselsstuen Komedie",4,"Scene 1",1,"1. kone",NA,"Det gør mig ondt at du endelig ville bort i det onde vejr, det var din egen skyld.",NA,"Barselsstuen",4,"(1724)"
"513","Tredje akt",3,"Barselsstuen Komedie",5,"Scene 1",1,"2. kone",NA,"Sandt at sige da blev jeg ked af den lumpne disput vi havde i kortet, men søster ville endelig have ret.",NA,"Barselsstuen",4,"(1724)"
"514","Tredje akt",3,"Barselsstuen Komedie",6,"Scene 1",1,"1. kone",NA,"Ja, jeg vil have ret, søster, når jeg har ret. Jeg lod monsieur Corfitz, som var l’hombre, stikke alene fordi jeg ville have ham imellem os på sidstningen.",NA,"Barselsstuen",4,"(1724)"
"515","Tredje akt",3,"Barselsstuen Komedie",7,"Scene 1",1,"2. kone",NA,"Det kunne være godt nok, søster. Jeg har ikke så meget derpå at sige som på det at I tog kortet på basta alene.",NA,"Barselsstuen",4,"(1724)"
"516","Tredje akt",3,"Barselsstuen Komedie",8,"Scene 1",1,"1. kone",NA,"Det gør jeg alle mine dage. Spør’ nu kun disse gode madamer om det ikke er spillets gemæs.",NA,"Barselsstuen",4,"(1724)"
"517","Tredje akt",3,"Barselsstuen Komedie",9,"Scene 1",1,NA,NA,NA,"(De begynder at tale og disputere stærkt alle tillige. Midt disputten kommer en pjaltet tjener ind og melder sin frue an, hvorudover der bliver stille)","Barselsstuen",1,"(1724)"
"518","Tredje akt",3,"Barselsstuen Komedie",10,"Scene 1",1,"1. kone",NA,"Hillemænd, kommer den storagtigste frue? Så er det bedst at vi pakker os.",NA,"Barselsstuen",4,"(1724)"
"519","Tredje akt",3,"Barselsstuen Komedie",11,"Scene 1",1,NA,NA,NA,"(De tager afsked og går)","Barselsstuen",1,"(1724)"
"520","Tredje akt",3,"Barselsstuen Komedie",1,"Scene 2",2,NA,NA,NA,"En frue, barselskvinden","Barselsstuen",1,"(1724)"
"521","Tredje akt",3,"Barselsstuen Komedie",2,"Scene 2",2,NA,NA,NA,"(Fruen kommer i en portechaise med et pjaltet liberi)","Barselsstuen",1,"(1724)"
"522","Tredje akt",3,"Barselsstuen Komedie",3,"Scene 2",2,"Fruen",NA,"Goddag, lille madame, jeg ønsker til lykke. Fy, her lugter så ilde hos hende. Hvem har været her nylig?",NA,"Barselsstuen",4,"(1724)"
"523","Tredje akt",3,"Barselsstuen Komedie",4,"Scene 2",2,"Barselskvinden",NA,"Her har været en hob smukke borgerkoner.",NA,"Barselsstuen",4,"(1724)"
"524","Tredje akt",3,"Barselsstuen Komedie",5,"Scene 2",2,"Fruen",NA,"Her lugter óg forbandet borgerligt. Lad dem ryge noget. Jeg er slet ikke hoffærdig, madame, det skal ingen kunne sige mig på; thi hvis så var, så havde jeg ikke gjort hendes ringe hus den ære at komme hid. Derfor gi’r mange folk mig den lov: “Gud velsigne den velbårne frue! Hun er ikke anderledes at omgås med end en slet og ret borgerkone.” Men man må ikke",NA,"Barselsstuen",4,"(1724)"
"525","Tredje akt",3,"Barselsstuen Komedie",6,"Scene 2",2,"Barselskvinden",NA,"Nej, det er synd at sige velbårne frue på, thi jeg har hørt hun kommer til borgerfolk så tit de har noget at byde hende på, og at hun spiser med ligesådan appetit dér som det kunne være ved hendes eget velbårne bord.",NA,"Barselsstuen",4,"(1724)"
"526","Tredje akt",3,"Barselsstuen Komedie",7,"Scene 2",2,"Fruen",NA,"Ja, hvorfor skulle jeg ikke gøre det, madame? Thi når jeg ret eftertænker det, så er borgerfolk kristne mennesker, og om de fører et gudeligt levned, kan blive salige lige så vel som en af os.",NA,"Barselsstuen",4,"(1724)"
"527","Tredje akt",3,"Barselsstuen Komedie",8,"Scene 2",2,"Barselskvinden",NA,"Men velbårne frue, mon dog ingen forskel skulle gøres på rangspersoner og borgerfolk i det andet liv?",NA,"Barselsstuen",4,"(1724)"
"528","Tredje akt",3,"Barselsstuen Komedie",9,"Scene 2",2,"Fruen",NA,"Nej, ikke meget, madame, her imellem os at sige; men hun har ikke behov at lade sig mærke for andre, thi en gemen håndværksmand kunne blive storagtig deraf. Derfor, madame, trakterer jeg de slags folk ikke med den foragt som jeg burde og kunne efter min høje stand. Tænk, madame, hvor ydmyg jeg var forgangen. Jeg lånte ma foi, uden at rose mig selv, 10 rigsdaler af min skrædder.",NA,"Barselsstuen",4,"(1724)"
"529","Tredje akt",3,"Barselsstuen Komedie",10,"Scene 2",2,"Barselskvinden",NA,"Det var uforskammet gjort af en skrædder at han turde understå sig at låne penge til sådan en velbåren frue. Den tåbelige djævel kunne jo mærke at fruen gjorde det alene for at sætte prøve på ham.",NA,"Barselsstuen",4,"(1724)"
"530","Tredje akt",3,"Barselsstuen Komedie",11,"Scene 2",2,"Fruen",NA,"Han vægrede sig vel i begyndelsen og trækkede på akslen ligesom han ville sige: “Jeg er alt for ringe dertil.” Men da han så det var mit alvor, bekvemmede han sig dertil og gav mig de 10 rigsdaler med et dybt suk ligesom han ville sige: “Gid alle var så ydmyge som denne velbårne frue!” Jeg er vis på at denne stakkels mand skal løfte mig op til skyerne hvor han kommer, thi enhver skulle dog ikke gøre det jeg gjorde. Er det ikke sandt, madame?",NA,"Barselsstuen",4,"(1724)"
"531","Tredje akt",3,"Barselsstuen Komedie",12,"Scene 2",2,"Barselskvinden",NA,"Jo, velbårne frue har stor ret deri.",NA,"Barselsstuen",4,"(1724)"
"532","Tredje akt",3,"Barselsstuen Komedie",13,"Scene 2",2,"Fruen",NA,"Men hvad vil det sige, madame? Vi er dog alle mennesker. Jeg ville min tro ikke undse mig at gøre det samme med hende. Madame, vil hun være så god og lade mig få 10 rigsdaler? Jeg skal straks skikke dem hen i guld tilbage.",NA,"Barselsstuen",4,"(1724)"
"533","Tredje akt",3,"Barselsstuen Komedie",14,"Scene 2",2,"Barselskvinden",NA,"Ak, velbårne frue har kuns lyst at skæmte med hendes ringeste tjenerinde. Jeg er meget enfoldig, men dog ikke aldeles som skrædderen.",NA,"Barselsstuen",4,"(1724)"
"534","Tredje akt",3,"Barselsstuen Komedie",15,"Scene 2",2,"Fruen",NA,"Det er min tro mit ramme alvor, madame!",NA,"Barselsstuen",4,"(1724)"
"535","Tredje akt",3,"Barselsstuen Komedie",16,"Scene 2",2,"Barselskvinden",NA,"Ej, velbårne frue, jeg skulle komme i udråb for et af de uforskammeste mennesker om jeg gjorde mig så næsvis. Nej, mine penge er alt for ringe dertil.",NA,"Barselsstuen",4,"(1724)"
"536","Tredje akt",3,"Barselsstuen Komedie",17,"Scene 2",2,"Fruen",NA,"Sandt at sige, madame, så er nøglen til mit pengeskab forlagt, og jeg skulle i en hast give 10 rigsdaler i drikkepenge til en tjener, som jeg venter med en present fra en kavaler.",NA,"Barselsstuen",4,"(1724)"
"537","Tredje akt",3,"Barselsstuen Komedie",18,"Scene 2",2,"Barselskvinden",NA,"Nej, jeg gør det min tro ikke. Om det hele borgerskab var så uforskammet at låne eders velbårenhed penge, så gjorde jeg dog ikke det, thi jeg har alt for stor respekt for hende dertil.",NA,"Barselsstuen",4,"(1724)"
"538","Tredje akt",3,"Barselsstuen Komedie",19,"Scene 2",2,"Fruen",NA,"Ja, ja, så er det hendes egen skyld, madame. Men hvad har hun stående på det fad?",NA,"Barselsstuen",4,"(1724)"
"539","Tredje akt",3,"Barselsstuen Komedie",20,"Scene 2",2,"Barselskvinden",NA,"Det er nogle gemene kager.",NA,"Barselsstuen",4,"(1724)"
"540","Tredje akt",3,"Barselsstuen Komedie",21,"Scene 2",2,"Fruen",NA,"Lad mig smage dem. Ej, de smager dog ikke så ilde som jeg tænkte. Jeg vil min tro på hendes behag tage nogle hjem med mig. Christopher!",NA,"Barselsstuen",4,"(1724)"
"541","Tredje akt",3,"Barselsstuen Komedie",22,"Scene 2",2,"Christopher","(i et sønderrevet, pjaltet liberi)",NA,NA,"Barselsstuen",3,"(1724)"
"542","Tredje akt",3,"Barselsstuen Komedie",23,"Scene 2",2,"Christopher",NA,"Velbårne frue!",NA,"Barselsstuen",4,"(1724)"
"543","Tredje akt",3,"Barselsstuen Komedie",24,"Scene 2",2,"Barselskvinden",NA,"Jeg takker fruen for beviste store nåde.",NA,"Barselsstuen",4,"(1724)"
"544","Tredje akt",3,"Barselsstuen Komedie",1,"Scene 3",3,NA,NA,NA,"Anne Signekælling, barselskvinden","Barselsstuen",1,"(1724)"
"545","Tredje akt",3,"Barselsstuen Komedie",2,"Scene 3",3,"Anne",NA,"Nu, madame, hvorledes er det med helbredet?",NA,"Barselsstuen",4,"(1724)"
"546","Tredje akt",3,"Barselsstuen Komedie",3,"Scene 3",3,"Barselskvinden",NA,"Vel nok, Anne, men jeg kan ikke sove om natten, og så snart jeg falder i søvn, har jeg straks forskrækkelige drømme. Hvoraf kan det komme, Anne?",NA,"Barselsstuen",4,"(1724)"
"547","Tredje akt",3,"Barselsstuen Komedie",4,"Scene 3",3,"Anne",NA,"Brænder madamen vokslys eller tællelys om natten?",NA,"Barselsstuen",4,"(1724)"
"548","Tredje akt",3,"Barselsstuen Komedie",5,"Scene 3",3,"Barselskvinden",NA,"Jeg brænder vokslys.",NA,"Barselsstuen",4,"(1724)"
"549","Tredje akt",3,"Barselsstuen Komedie",6,"Scene 3",3,"Anne",NA,"Der har vi det! Hvad mener I drømme er andet end gejster som forekommer folk i søvne? Det eneste hvormed man fordriver sådanne onde gejster, er ved røgen af tællelys. Derimod løber de efter vokslys ligesom Fanden efter sjælen. Hvoraf mener I vel det kommer at det altid spøger meget i kirker, af andet end at man dér brænder vokslys? Jeg vil forbinde mig til at jage en hel million svævende gejster bort med en prås om det ikke er andet end slige gejster som flyver i luften; men er det nisser som I har uro af, må I strø hørfrø for sengen, så får de straks fødder at gå.",NA,"Barselsstuen",4,"(1724)"
"550","Tredje akt",3,"Barselsstuen Komedie",7,"Scene 3",3,"Barselskvinden",NA,"Ak, kære Anne, plag mig ikke med sådan snak! Et frisk menneske kan endogså blive syg deraf. Sådanne onde drømme kommer jo ikke af andet end af blodet. Jeg sover jo roligt når jeg har et frisk legeme. Hvorfor skulle jeres gejster plage folk mere når de er syge, end når de er friske?",NA,"Barselsstuen",4,"(1724)"
"551","Tredje akt",3,"Barselsstuen Komedie",8,"Scene 3",3,"Anne",NA,"Det ved jeg ikke, madame, men man ser dog at de gør det. Kommer det af blodet, så skal vi hitte på andre midler. Intet er bedre end at I bli’r målt. Nu skal jeg straks være hos hende igen.",NA,"Barselsstuen",4,"(1724)"
"552","Tredje akt",3,"Barselsstuen Komedie",9,"Scene 3",3,"Anne",NA,NA,"(Går ud)","Barselsstuen",2,"(1724)"
"553","Tredje akt",3,"Barselsstuen Komedie",10,"Scene 3",3,"Barselskvinden",NA,"Ak, gid jeg var vel skilt ved denne heks! Men hun få have sin vilje, thi hun har sin gang i store huse hvor hun sætter godtfolk i miskredit når de ikke vil flattere hende. Jeg må skikke mig i dette såvel som i alt andet som barselssenge fører med sig. Ak, ak, kunne jeg kuns holde det ud!",NA,"Barselsstuen",4,"(1724)"
"554","Tredje akt",3,"Barselsstuen Komedie",11,"Scene 3",3,"Anne",NA,"Om forladelse at jeg blev så længe borte.",NA,"Barselsstuen",4,"(1724)"
"555","Tredje akt",3,"Barselsstuen Komedie",12,"Scene 3",3,"Barselskvinden",NA,"Alt forladt, Anne.",NA,"Barselsstuen",4,"(1724)"
"556","Tredje akt",3,"Barselsstuen Komedie",13,"Scene 3",3,"Barselskvinden","(Sagte ved sig selv)","Jeg var tilfreds du havde aldrig kommet tilbage.",NA,"Barselsstuen",6,"(1724)"
"557","Tredje akt",3,"Barselsstuen Komedie",14,"Scene 3",3,"Anne",NA,"Jeg var udenfor og gjorde min bøn, madame, som jeg altid gør førend jeg signer eller måler.",NA,"Barselsstuen",4,"(1724)"
"558","Tredje akt",3,"Barselsstuen Komedie",15,"Scene 3",3,"Barselskvinden",NA,"Jeg gjorde óg min bøn imidlertid, Anne.",NA,"Barselsstuen",4,"(1724)"
"559","Tredje akt",3,"Barselsstuen Komedie",16,"Scene 3",3,"Barselskvinden","(Sagte)","Nemlig at du måtte stå fast i gangene indtil jeg hjalp dig løs igen.",NA,"Barselsstuen",6,"(1724)"
"560","Tredje akt",3,"Barselsstuen Komedie",17,"Scene 3",3,"Anne",NA,"Det gjorde I vel i, madame, thi bønnen må være på begge sider. Men jeg skulle have et glas brændevin førend jeg begynder at måle.",NA,"Barselsstuen",4,"(1724)"
"561","Tredje akt",3,"Barselsstuen Komedie",18,"Scene 3",3,"Barselskvinden",NA,"Hillemænd, der er mester Bonifacius! Nu bliver her klammeri af. Løb, Anne, bag skærmbrættet i en hast!",NA,"Barselsstuen",4,"(1724)"
"562","Tredje akt",3,"Barselsstuen Komedie",19,"Scene 3",3,NA,NA,NA,"(Hun løber og skjuler sig bag skærmbrættet)","Barselsstuen",1,"(1724)"
"563","Tredje akt",3,"Barselsstuen Komedie",1,"Scene 4",4,NA,NA,NA,"Mester Bonifacius, barselskvinden","Barselsstuen",1,"(1724)"
"564","Tredje akt",3,"Barselsstuen Komedie",2,"Scene 4",4,"Mester Bonifacius",NA,"Serviteur, madame, hvorledes er det med helbredet?",NA,"Barselsstuen",4,"(1724)"
"565","Tredje akt",3,"Barselsstuen Komedie",3,"Scene 4",4,"Barselskvinden",NA,"Slet og ret, mester Bonifacius!",NA,"Barselsstuen",4,"(1724)"
"566","Tredje akt",3,"Barselsstuen Komedie",4,"Scene 4",4,"Mester Bonifacius",NA,"Hun må lade sig årelade, madame.",NA,"Barselsstuen",4,"(1724)"
"567","Tredje akt",3,"Barselsstuen Komedie",5,"Scene 4",4,"Barselskvinden",NA,"Doktoren siger nej. Han har alene givet mig nogle dråber som jeg skal bruge. De står i denne flaske.",NA,"Barselsstuen",4,"(1724)"
"568","Tredje akt",3,"Barselsstuen Komedie",6,"Scene 4",4,"Mester Bonifacius",NA,"Ej, potz slapperment! De dråber er en forgift for hende. Har hun ikke svedt forskrækkeligt derefter?",NA,"Barselsstuen",4,"(1724)"
"569","Tredje akt",3,"Barselsstuen Komedie",7,"Scene 4",4,"Barselskvinden",NA,"Jo, jeg svedte stærk for et par timer siden da Else David Skolemesters var her; men jeg ved ikke enten det kom af dråberne eller af hendes lange højtravende gratulation som hun gjorde mig.",NA,"Barselsstuen",4,"(1724)"
"570","Tredje akt",3,"Barselsstuen Komedie",8,"Scene 4",4,"Mester Bonifacius",NA,"Det var af dråberne, madame! Gud forlade de doktorer dog som handler således med en stakkels patient. Vil I kuns bruge disse dråber en uge, så skal I se om I ikke har den bedste gulsot på halsen nogen vil forlange. Vil I bruge dem nok en uge, kan I få en svindsot eller hypokrisi, epilepsi, anomali, paralysi og endnu det som værre er; thi her er antimonium, her er arsenicum i. Er det ikke uforskammet at præparere for en stakkels barselskvinde en recept af sulphure indigesta, und sale haluminosa und mercurio, absonderlich in diesen Jahre, worin Saturnus nicht regieret.",NA,"Barselsstuen",4,"(1724)"
"571","Tredje akt",3,"Barselsstuen Komedie",1,"Scene 5",5,NA,NA,NA,"Tvende koner, mester Bonifacius, barselskvinden","Barselsstuen",1,"(1724)"
"572","Tredje akt",3,"Barselsstuen Komedie",2,"Scene 5",5,"1. kone",NA,"Tjenerinde, madame, til lykke med hendes unge datter.",NA,"Barselsstuen",4,"(1724)"
"573","Tredje akt",3,"Barselsstuen Komedie",3,"Scene 5",5,"2. kone",NA,"Jeg siger det samme.",NA,"Barselsstuen",4,"(1724)"
"574","Tredje akt",3,"Barselsstuen Komedie",4,"Scene 5",5,"Barselskvinden",NA,"Vær så god og sid ned, I gode madamer. Hun ser så vred ud i dag, madame. Har hun haft nogen fortræd?",NA,"Barselsstuen",4,"(1724)"
"575","Tredje akt",3,"Barselsstuen Komedie",5,"Scene 5",5,"1. kone",NA,"Ja, madame, men det er ulykken at min mand er ikke hjemme, thi ellers skulle den person som har gjort mig fortræd, blive pryglet så mør som man prygler en tør fisk.",NA,"Barselsstuen",4,"(1724)"
"576","Tredje akt",3,"Barselsstuen Komedie",6,"Scene 5",5,"Barselskvinden",NA,"Hvem er den person, madame?",NA,"Barselsstuen",4,"(1724)"
"577","Tredje akt",3,"Barselsstuen Komedie",7,"Scene 5",5,"1. kone",NA,"Det er den der skriver de danske komedier. Tænk engang, madame, han har været så malicieux at gøre en komedie over mig, som blev spillet forleden uge. Ak, gid jeg havde ham fat, jeg skulle rive hans øjne ud!",NA,"Barselsstuen",4,"(1724)"
"578","Tredje akt",3,"Barselsstuen Komedie",8,"Scene 5",5,"Barselskvinden",NA,"Hvad hed den komedie?",NA,"Barselsstuen",4,"(1724)"
"579","Tredje akt",3,"Barselsstuen Komedie",9,"Scene 5",5,"1. kone",NA,"Den hed Lucretia, madame, og det er just mit navn. Ak, får jeg ingen anden hævn over ham, så skal jeg bande ham fastende hver morgen.",NA,"Barselsstuen",4,"(1724)"
"580","Tredje akt",3,"Barselsstuen Komedie",10,"Scene 5",5,"Barselskvinden",NA,"Ej, Gud bevare os, madame! Må ikke manden bruge fornavne til de personer som han forestiller? Jeg har jo også hørt mit navn på komedien, men jeg la’r mig slet intet deraf anfægte så længe han ikke bruger også mit tilnavn.",NA,"Barselsstuen",4,"(1724)"
"581","Tredje akt",3,"Barselsstuen Komedie",11,"Scene 5",5,"1. kone",NA,"Madame, tag ham ikke i forsvar, thi jeg vil dø på at han ingen har ment ved den vægelsindede Lucretia uden mig.",NA,"Barselsstuen",4,"(1724)"
"582","Tredje akt",3,"Barselsstuen Komedie",12,"Scene 5",5,"Barselskvinden",NA,"Er hun da så vægelsindet, madame?",NA,"Barselsstuen",4,"(1724)"
"583","Tredje akt",3,"Barselsstuen Komedie",13,"Scene 5",5,"1. kone",NA,"Nej, det skal intet ærligt menneske sige mig på. Det er kun slemme maliciøske folks snak, madame!",NA,"Barselsstuen",4,"(1724)"
"584","Tredje akt",3,"Barselsstuen Komedie",14,"Scene 5",5,"2. kone",NA,"Ej, søster, når det ikke er din fejl, hvorfor ta’r du dig da det så nær?",NA,"Barselsstuen",4,"(1724)"
"585","Tredje akt",3,"Barselsstuen Komedie",15,"Scene 5",5,"1. kone",NA,"Ej, ti stille, søster! Du kan selv komme i en komedie førend du ved et ord deraf. Var jeg kendt med autor, skulle jeg min tro betale ham for at gøre en komedie også over en selvklog kone.",NA,"Barselsstuen",4,"(1724)"
"586","Tredje akt",3,"Barselsstuen Komedie",16,"Scene 5",5,"Barselskvinden",NA,"Jeg vil ikke råde hende sådant, thi det kunne hænde sig at autor svarede at et skarn skal kunne bevise ham over at han nogen tid forsætligvis har sigtet på nogen.",NA,"Barselsstuen",4,"(1724)"
"587","Tredje akt",3,"Barselsstuen Komedie",17,"Scene 5",5,"1. kone",NA,"Ikke sigtet på nogen? Tro aldrig sådant, madame, jeg er ikke den eneste i staden der har den mistanke.",NA,"Barselsstuen",4,"(1724)"
"588","Tredje akt",3,"Barselsstuen Komedie",18,"Scene 5",5,"Barselskvinden",NA,"Hvad det er eller ej, madame, så er jeg vis på at aldrig slige slags materier er blevet skrevet uden mangen som autor aldrig har kendt eller tænkt på, jo har taget sig det til.",NA,"Barselsstuen",4,"(1724)"
"589","Tredje akt",3,"Barselsstuen Komedie",19,"Scene 5",5,"1. kone",NA,"Ej, madame, tag aldrig sådant i forsvar! Der blev spillet et stykke for nylig, kaldet Gert Westphaler, som alle mennesker kunne tage og føle på at der var ment mester Bonifacius, en barber her i byen.",NA,"Barselsstuen",4,"(1724)"
"590","Tredje akt",3,"Barselsstuen Komedie",20,"Scene 5",5,"Mester Bonifacius","(rejser sig op)",NA,NA,"Barselsstuen",3,"(1724)"
"591","Tredje akt",3,"Barselsstuen Komedie",21,"Scene 5",5,"Mester Bonifacius",NA,"Was? Hat er mich gemeint, so solle er ein Unglück kriegen!",NA,"Barselsstuen",4,"(1724)"
"592","Tredje akt",3,"Barselsstuen Komedie",22,"Scene 5",5,"1. kone",NA,"Er det mester Bonifacius? Det vidste jeg min tro ikke.",NA,"Barselsstuen",4,"(1724)"
"593","Tredje akt",3,"Barselsstuen Komedie",23,"Scene 5",5,"Mester Bonifacius","(spadserer og tørrer sveden af sig)",NA,NA,"Barselsstuen",3,"(1724)"
"594","Tredje akt",3,"Barselsstuen Komedie",24,"Scene 5",5,"Mester Bonifacius",NA,"Wo wohnt der Kerl, Madame?",NA,"Barselsstuen",4,"(1724)"
"595","Tredje akt",3,"Barselsstuen Komedie",25,"Scene 5",5,"2. kone",NA,"Du måtte nok holde munden med sådan forbandet snak en anden gang, søster.",NA,"Barselsstuen",4,"(1724)"
"596","Tredje akt",3,"Barselsstuen Komedie",26,"Scene 5",5,"Barselskvinden",NA,"Jeg ville min tro ikke have haft dette for en daler, thi når han begynder at snakke tysk, så er han ikke at skæmte med.",NA,"Barselsstuen",4,"(1724)"
"597","Tredje akt",3,"Barselsstuen Komedie",27,"Scene 5",5,"Barselskvinden",NA,"Hør, mester Bonifacius, skal I som en lærd mand ikke være klogere end agte sådan snak?",NA,"Barselsstuen",4,"(1724)"
"598","Tredje akt",3,"Barselsstuen Komedie",28,"Scene 5",5,"Mester Bonifacius",NA,"Ich bitte doch, Madame, Sie sagen mir, wo der Mann wohnt.",NA,"Barselsstuen",4,"(1724)"
"599","Tredje akt",3,"Barselsstuen Komedie",29,"Scene 5",5,"Barselskvinden",NA,"Ej, mester, lad fare sådan galskab! Ved I hvem han har ment dermed? Ingen min tro anden end den barber som I havde trætte med forgangen år. Det har jeg god underretning om.",NA,"Barselsstuen",4,"(1724)"
"600","Tredje akt",3,"Barselsstuen Komedie",30,"Scene 5",5,"Mester Bonifacius",NA,"Men er det vist?",NA,"Barselsstuen",4,"(1724)"
"601","Tredje akt",3,"Barselsstuen Komedie",31,"Scene 5",5,"Barselskvinden",NA,"Det er så vist som jeg ligger her, thi hvorfor skulle han gøre det om jer? I har jo intet udestående med ham; men han har haft en proces med den barber, I ved vel selv.",NA,"Barselsstuen",4,"(1724)"
"602","Tredje akt",3,"Barselsstuen Komedie",32,"Scene 5",5,"Mester Bonifacius",NA,"Ha ha ha! Så er det mig min tro kært, og jeg skal spendere en bouteille vin på autor for den komedie. Ha ha ha! Han har træffet ham accuratissimo. Jeg har aldrig været på de danske komedier, men jeg har hørt dem fortælle. Mine svende løber derop iblandt.",NA,"Barselsstuen",4,"(1724)"
"603","Tredje akt",3,"Barselsstuen Komedie",33,"Scene 5",5,"Barselskvinden",NA,"Hvad siger de derom?",NA,"Barselsstuen",4,"(1724)"
"604","Tredje akt",3,"Barselsstuen Komedie",34,"Scene 5",5,"Mester Bonifacius",NA,"De siger autorerne er meget gode; men det danske sprog skurrer dem så i ørene. Tilmed så er der intet for øjnene som i de tyske komedier, thi i dem har man adskillige smukke fortoninger, præsentationer af store søer, gloende drager, krige, belejringer, så der er altid noget for pengene.",NA,"Barselsstuen",4,"(1724)"
"605","Tredje akt",3,"Barselsstuen Komedie",35,"Scene 5",5,"Barselskvinden",NA,"Ja, jeg vil sige ham, mester Bonifacius, de tyske komedier befatter undertiden 40 eller 50 års historie så at man dér kan se unge folk at blive gamle, rejse til Indien og komme tilbage igen samme aften. Jeg ved min tro ikke hvorledes de endnu kan sælge deres komedier for så godt køb.",NA,"Barselsstuen",4,"(1724)"
"606","Tredje akt",3,"Barselsstuen Komedie",36,"Scene 5",5,"Mester Bonifacius",NA,"Har hun været nogen tid på de tyske komedier?",NA,"Barselsstuen",4,"(1724)"
"607","Tredje akt",3,"Barselsstuen Komedie",37,"Scene 5",5,"Barselskvinden",NA,"Ja, jeg var der engang forgangen år, men har ikke forvundet det endnu. En ting behagede mig dog, det er at en af",NA,"Barselsstuen",4,"(1724)"
"608","Tredje akt",3,"Barselsstuen Komedie",38,"Scene 5",5,"Mester Bonifacius",NA,"Ak ja, det er vel bedre i klart vejr end i tåget vejr, bedre i månens tiltagelse end dens aftagelse; men det gør ikke meget til sagen når man kun holder sig derfra i de ulykkelige dage, daß ist zu sagen (jeg kan ikke så vel eksplicere mig på dansk), am Tage Verkündigung Mariæ und Judæ und Apostoli Sancti Andreæ soll man keine aderlassen.",NA,"Barselsstuen",4,"(1724)"
"609","Tredje akt",3,"Barselsstuen Komedie",39,"Scene 5",5,"Barselskvinden",NA,"Men hvad vil det sige, mester Bonifacius, lykkelige og ulykkelige dage?",NA,"Barselsstuen",4,"(1724)"
"610","Tredje akt",3,"Barselsstuen Komedie",40,"Scene 5",5,"Mester Bonifacius",NA,"Daß ist zu sagen, Madame, wer sich am 14 oder 16 Martii verlobet oder heirahtet, komt in groser Armuht und Elend; am 10 oder 18 April mus man aus einem Hause ins andere nicht ziehen; am 7 oder 8 Maii mus man nicht reisen, am 17 Junii nichts handeln, am 21 Julii keine Proces anfangen.",NA,"Barselsstuen",4,"(1724)"
"611","Tredje akt",3,"Barselsstuen Komedie",41,"Scene 5",5,"Den 1. kone",NA,"Mester Bonifacius, han kan vist også se folk i hænderne?",NA,"Barselsstuen",4,"(1724)"
"612","Tredje akt",3,"Barselsstuen Komedie",42,"Scene 5",5,"Mester Bonifacius",NA,"Ach freylich, daß heist man der Negromantia.",NA,"Barselsstuen",4,"(1724)"
"613","Tredje akt",3,"Barselsstuen Komedie",43,"Scene 5",5,"1. kone",NA,"Ak, vær så god og se i mine hænder.",NA,"Barselsstuen",4,"(1724)"
"614","Tredje akt",3,"Barselsstuen Komedie",44,"Scene 5",5,"Mester Bonifacius",NA,"Ja nok. Jeg ser, madame, at hun får 6 børn endnu.",NA,"Barselsstuen",4,"(1724)"
"615","Tredje akt",3,"Barselsstuen Komedie",45,"Scene 5",5,"1. kone",NA,"Ej snak, min mand er allerede 68 år gammel.",NA,"Barselsstuen",4,"(1724)"
"616","Tredje akt",3,"Barselsstuen Komedie",46,"Scene 5",5,"Mester Bonifacius",NA,"Det vil ikke sige, stregerne i hånden kan ikke slå mig fejl. I får 6 børn, det er vist; men hvor I får dem fra, det kan jeg ikke se.",NA,"Barselsstuen",4,"(1724)"
"617","Tredje akt",3,"Barselsstuen Komedie",47,"Scene 5",5,"1. kone",NA,"Fy, fy! Mener I at jeg er en skøge? At jeg skulle få børn med anden end min mand? Jeg er alt for vel opdraget til at være min mand utro.",NA,"Barselsstuen",4,"(1724)"
"618","Tredje akt",3,"Barselsstuen Komedie",48,"Scene 5",5,"Mester Bonifacius",NA,"Vil hun være flatteret, madame, så må hun lade sig se i hænderne af andre end mig.",NA,"Barselsstuen",4,"(1724)"
"619","Tredje akt",3,"Barselsstuen Komedie",49,"Scene 5",5,"1. kone",NA,"Se nu også i hendes hånd.",NA,"Barselsstuen",4,"(1724)"
"620","Tredje akt",3,"Barselsstuen Komedie",50,"Scene 5",5,"Pigen",NA,"Nej, min tro vil jeg ikke at nogen skal se mig i hånden.",NA,"Barselsstuen",4,"(1724)"
"621","Tredje akt",3,"Barselsstuen Komedie",51,"Scene 5",5,"1. kone",NA,"Jo, min tro skal du lade dine hænder se såvel som jeg, hvad er det for snak?",NA,"Barselsstuen",4,"(1724)"
"622","Tredje akt",3,"Barselsstuen Komedie",52,"Scene 5",5,"Mester Bonifacius",NA,"Hendes hånd er noget vanskelig. Jeg kan ikke se hvor mange børn hun får. Lad se nok engang! Nej, men jeg ser at hun har fået et barn.",NA,"Barselsstuen",4,"(1724)"
